city,country,latitude,longitude,temp,humid,cloud,wind
Bismarck,US,46.81,-100.78,66.99,87,1,4.7
Klyuchi,RU,52.27,79.17,71.76,34,22,11.61
Arrondissement de Cholet,FR,47.17,-1.0,71.01,50,0,12.28
Jumla,NP,29.27,82.18,67.62,63,100,2.57
Chacabuco,AR,-34.64,-60.47,30.99,83,0,4.0
Gombe,NG,10.29,11.17,75.31,84,65,13.94
Departamento de Maldonado,UY,-34.67,-54.92,42.01,100,0,4.7
Cabo Rojo,PR,18.09,-67.15,79.0,94,100,5.01
Mayo,US,38.89,-76.51,80.6,83,1,4.7
Southbridge,US,42.08,-72.03,70.0,93,93,3.69
Okha,RU,53.57,142.95,64.49,87,70,13.2
Ironton,US,38.54,-82.68,73.4,100,20,1.77
Verāval,IN,20.9,70.37,85.77,74,100,13.11
Baykit,RU,61.67,96.37,73.72,42,100,12.06
Miles City,US,46.41,-105.84,66.2,72,1,8.05
Minna,NG,9.61,6.56,74.5,89,59,7.94
Kasempa,ZM,-13.46,25.83,70.9,42,0,9.46
Erāttupetta,IN,9.7,76.78,84.2,74,75,9.17
Dakar,SN,14.69,-17.44,80.6,83,40,6.93
Preobrazheniye,RU,42.9,133.91,73.17,76,28,11.5
Sabang,ID,5.89,95.32,84.56,70,93,18.9
Concepción Batres,SV,13.35,-88.37,75.69,78,19,2.3
Dali,CN,25.7,100.18,77.38,60,67,5.23
Yanggu,CN,36.11,115.78,90.82,57,66,9.31
Fairbanks,US,64.84,-147.72,60.8,82,1,4.7
Dothan,US,31.22,-85.39,77.0,94,90,6.93
Khvorostyanka,RU,52.61,48.96,84.81,34,5,12.59
Alofi,NU,-19.06,-169.92,68.0,88,49,17.22
Shah Alam,MY,3.09,101.53,93.2,56,20,3.36
Camocim,BR,-2.9,-40.84,73.62,88,35,10.33
Neuquén,AR,-38.95,-68.06,33.8,86,100,5.75
Vila Franca do Campo,PT,37.72,-25.43,71.6,100,40,12.75
Ilhabela,BR,-23.78,-45.36,65.23,90,100,11.05
Boundiali,CI,9.52,-6.49,71.82,94,32,5.3
Svetlaya,RU,46.54,138.33,76.48,72,2,12.53
Kaoma,ZM,-14.78,24.8,71.55,38,7,8.66
Boa Vista,BR,2.82,-60.67,78.8,88,40,2.93
St. George's,GD,12.06,-61.75,82.11,81,21,15.39
Eirunepé,BR,-6.66,-69.87,74.37,80,79,1.48
Margate,GB,51.38,1.39,68.0,58,59,1.99
Partūr,IN,19.6,76.22,88.47,58,100,5.66
Pio XII,BR,-3.83,-45.15,74.55,66,78,2.84
Mackay,AU,-21.15,149.2,69.8,60,0,12.75
Yangi Marg`ilon,UZ,40.43,71.72,89.6,21,0,6.93
Grand-Santi,GF,4.25,-54.38,70.83,97,72,1.72
Potosí,BO,-19.58,-65.75,32.41,66,0,3.29
Lodwar,KE,3.12,35.6,85.87,42,31,11.86
Acajutla,SV,13.59,-89.83,69.01,100,58,5.59
Voskresenskoye,RU,56.84,45.43,70.12,88,99,7.96
Kalanguy,RU,51.02,116.52,73.8,67,80,4.12
Ukiah,US,39.15,-123.21,68.0,49,1,1.48
Kandé,TG,9.96,1.04,73.4,88,20,5.82
Shubarkuduk,KZ,49.14,56.49,83.55,25,2,2.28
The Valley,AI,18.22,-63.06,82.99,83,20,18.34
Xifeng,CN,42.74,124.72,85.57,62,73,12.17
Ginir,ET,7.13,40.7,69.01,64,64,11.52
Ullapool,GB,57.9,-5.16,54.0,75,100,8.99
Lavaca,US,28.61,-96.63,84.99,93,94,3.0
Ballina,AU,-28.87,153.57,64.4,63,40,16.11
Moerai,PF,-22.43,-151.33,70.74,88,100,21.07
Zhangjiakou,CN,40.81,114.88,90.14,41,100,7.02
Awjilah,LY,29.11,21.29,89.13,34,0,6.17
Conchas,BR,-23.02,-48.01,56.61,85,86,13.11
Leningradskiy,RU,69.38,178.42,39.45,85,77,11.68
Maceió,BR,-9.67,-35.74,68.0,94,40,5.82
Arrondissement de Tulle,FR,45.33,1.83,80.01,60,0,3.0
Rognan,NO,67.1,15.39,64.99,78,61,2.46
Byron Bay,AU,-28.65,153.62,64.4,63,40,16.11
Saldanha,ZA,-33.01,17.94,51.8,87,0,1.12
Ḩasanābād,IR,36.55,61.05,102.2,15,0,9.17
Östersund,SE,63.18,14.64,53.6,100,100,18.34
Prince George,CA,53.92,-122.75,61.0,82,75,1.97
Aksu,CN,41.12,80.26,88.92,16,0,5.7
Kalemie,CD,-5.95,29.19,79.99,49,0,14.34
Praia da Vitória,PT,38.73,-27.07,73.4,88,75,13.69
Oistins,BB,13.07,-59.53,82.4,83,40,17.22
Khasan,RU,42.43,130.64,71.24,88,100,7.94
Omsukchan,RU,62.53,155.8,40.84,88,100,11.14
Romanovka,RU,51.74,42.75,84.36,45,100,13.04
Buraidah,SA,26.33,43.98,105.8,23,0,3.09
Ajdabiya,LY,30.76,20.23,87.53,32,0,8.16
Okhotsk,RU,59.38,143.3,57.33,78,62,8.12
Rio Branco,BR,-9.97,-67.81,66.2,72,0,8.05
Kuytun,RU,54.34,101.5,65.82,84,100,2.04
Nikolayevsk-on-Amur,RU,53.14,140.73,76.48,62,91,7.45
Ngunguru,NZ,-35.62,174.5,57.0,3,100,7.0
Sringeri,IN,13.42,75.25,82.4,83,75,8.05
Fort Frances,CA,48.6,-93.4,55.99,87,1,0.85
Luwingu,ZM,-10.26,29.93,72.36,45,2,8.48
Lund,SE,55.71,13.19,61.0,76,90,16.11
Kaitangata,NZ,-46.28,169.85,50.0,84,100,4.0
Adrar,MR,20.5,-10.07,89.71,40,55,5.86
Northam,GB,51.03,-4.22,64.0,77,4,5.01
Westport,US,41.14,-73.36,77.0,88,1,3.36
Bogotol,RU,56.21,89.53,65.97,78,71,13.33
Kūstī,SD,13.16,32.66,85.87,54,53,16.22
Yar-Sale,RU,66.83,70.83,64.53,56,12,8.08
Urucará,BR,-2.54,-57.76,69.73,65,2,0.36
Knysna,ZA,-34.04,23.05,62.6,63,75,10.29
Black River,JM,18.03,-77.85,84.2,79,40,4.7
General Pico,AR,-35.66,-63.76,40.37,65,24,13.44
Mananjary,MG,-21.22,48.33,72.66,86,82,4.41
Chicla,PE,-11.71,-76.27,41.27,66,0,6.15
Port Keats,AU,-14.25,129.55,85.96,19,0,6.29
Olafsvik,IS,64.89,-23.71,51.37,79,70,7.49
Muisne,EC,0.6,-80.03,73.58,90,100,7.36
Khailār,IN,25.35,78.53,95.29,45,46,4.88
Los Amates,GT,15.27,-89.1,74.39,90,54,1.63
Qasigiannguit,GL,68.82,-51.19,41.0,93,28,1.12
Boma,GH,7.08,-2.17,72.28,84,35,3.29
Klaksvík,FO,62.23,-6.59,48.2,87,99,14.99
Lingyuan,CN,41.24,119.4,95.99,31,100,14.67
Boende,CD,-0.22,20.87,85.42,59,75,1.97
Novikovo,RU,51.15,37.89,72.27,75,99,6.55
Husavik,IS,66.04,-17.34,50.0,87,60,5.82
Kincardine,GB,56.07,-3.72,53.01,100,75,5.82
Maromitsa,RU,59.87,48.01,64.87,97,100,6.06
Billings Metropolitan Area,US,45.78,-108.5,69.8,46,1,9.17
